"ID","niscode","twtot","TOTAALBEV","DENSITEIT","diff","aandeel","originID.x","destID.x","oX","oY","stay","originID.y","move_to","destID.y","move_from","resident","inflow","outflow","resident255","inflow255","outflow255"
258,71022,52400,74588,729.546932458008,-29.7,70.3,258,258,5.29713842236962,50.9351580242794,16492,258,15043,258,34726,0.248894523173511,0.524079020841822,0.227026455984667,63.4681034092453,133.640150314665,57.89174627609
259,36019,4277,10951,236.829410635814,-60.9,39.1,259,259,3.02151617330249,50.9547203363119,1954,259,2722,259,2090,0.288796925805498,0.308897428318061,0.402305645876441,73.643216080402,78.7688442211055,102.587939698492
260,41002,33957,81853,1047.8467972786,-58.5,41.5,260,260,4.07408656049651,50.9472055340537,14468,260,20131,260,18536,0.272287569398701,0.348847275806907,0.378865154794392,69.4333301966689,88.9560553307613,96.6106144725699
261,23025,11390,35810,927.469862474168,-68.2,31.8,261,261,4.37714395932603,50.9467736054538,3068,261,11243,261,7279,0.142102825382121,0.337146827234831,0.520750347383048,36.2362204724409,85.9724409448819,132.791338582677
262,24094,3841,15963,424.851324658911,-75.9,24.1,262,262,4.73012919729355,50.9596645850314,1325,262,5327,262,1989,0.153338733942831,0.230181691933804,0.616479574123365,39.1013771554218,58.69633144312,157.202291401458
263,44081,4609,15288,470.059488906236,-69.9,30.1,263,263,3.48010121636094,50.9412384551103,2178,263,4643,263,2092,0.24436216762033,0.234713340065073,0.520924492314597,62.3123527431841,59.8519017165937,132.835745540222
264,37002,2178,8339,321.528270640204,-73.9,26.1,264,264,3.41507546456897,50.953212133788,1147,264,2303,264,838,0.267490671641791,0.195429104477612,0.537080223880597,68.2101212686567,49.834421641791,136.955457089552
265,71067,1884,7074,220.599159041329,-73.4,26.6,265,265,5.57187184843544,50.9291430522363,689,265,1918,265,1040,0.188922401974225,0.285165889772416,0.525911708253359,48.1752125034275,72.717301891966,134.107485604607
266,71024,3671,12316,287.53948706747,-70.2,29.8,266,266,5.16444204858239,50.9359027198305,1423,266,3723,266,1942,0.200761851015801,0.273984198645598,0.5252539503386,51.1942720090293,69.8659706546275,133.939757336343
267,44052,2595,13420,311.247111513161,-80.7,19.3,267,267,3.80403568197811,50.9409887310381,1357,267,4366,267,924,0.204152249134948,0.139010079735219,0.656837671129833,52.0588235294118,35.4475703324808,167.493606138107
268,37007,3659,11086,377.742213053491,-67,33,268,268,3.30795098671177,50.9488859591442,1904,268,2818,268,1499,0.306060118951937,0.240958045330333,0.45298183571773,78.0453303327439,61.4443015592349,115.510368108021
269,24008,1295,6079,163.54058616508,-78.7,21.3,269,269,4.98786519145769,50.9354362036759,521,269,1838,269,509,0.181659693165969,0.177475592747559,0.640864714086471,46.3232217573222,45.2562761506276,163.42050209205
270,23038,3161,11316,337.850506465257,-72.1,27.9,270,270,4.56818472932937,50.9427862970777,1021,270,3751,270,1626,0.159581119099719,0.254141919349797,0.586276961550484,40.6931853704283,64.8061894341982,149.500625195374
271,44020,3195,12529,399.701243339163,-74.5,25.5,271,271,3.69275597690382,50.9313945406324,1381,271,3999,271,1431,0.202760240786962,0.210101306709734,0.587138452503303,51.7038614006754,53.5758332109822,149.720305388342
272,24135,2050,10539,238.666186873428,-80.5,19.5,272,272,4.90169297752803,50.9241581273338,1000,272,3460,272,763,0.19146084625694,0.146084625694046,0.662454528049014,48.8225157955198,37.2515795519816,168.925904652499
273,37010,2642,7556,454.582618134778,-65,35,273,273,3.34965161146934,50.9324570894931,1110,273,2068,273,1295,0.248155600268276,0.289514866979656,0.462329532752068,63.2796780684105,73.8262910798122,117.894030851777
274,24043,1774,9724,252.601438934589,-81.8,18.2,274,274,4.80420124887705,50.9326792311169,776,274,3134,274,648,0.170250109697236,0.142167617376042,0.687582272926722,43.4137779727951,36.2527424308907,175.333479596314
275,23081,5296,11640,496.18694823713,-54.5,45.5,275,275,4.50534298535931,50.9220265056105,930,275,3906,275,3243,0.115113256591162,0.401411065725956,0.483475677682882,29.3538804307464,102.359821760119,123.286297809135
276,41063,2359,9985,374.430193930841,-76.4,23.6,276,276,3.88172755787417,50.9332793491852,1073,276,3038,276,890,0.214557088582284,0.177964407118576,0.60747850429914,54.7120575884823,45.380923815237,154.907018596281
277,33041,748,3712,97.3046175313824,-79.8,20.2,277,277,2.7444890772091,50.9155440136114,468,277,946,277,186,0.2925,0.11625,0.59125,74.5875,29.64375,150.76875
278,36007,3929,10728,663.973760410565,-63.4,36.6,278,278,3.26902257381222,50.9229020770564,1558,278,2877,278,1985,0.242679127725857,0.309190031152648,0.448130841121495,61.8831775700935,78.8434579439252,114.273364485981
279,23088,27786,41005,1909.68958939974,-32.2,67.8,279,279,4.42828829850724,50.9271986613451,3920,279,12139,279,22921,0.100564391995895,0.58801949717804,0.311416110826065,25.6439199589533,149.9449717804,79.4111082606465
280,41082,4726,19475,572.24402283405,-75.7,24.3,280,280,3.95684803575293,50.9216251423863,1936,280,6481,280,2328,0.180176826430898,0.216658911121452,0.60316426244765,45.945090739879,55.2480223359702,153.806886924151
281,73042,7057,25599,433.912465249627,-72.4,27.6,281,281,5.64003346744992,50.8928025278628,3484,281,3843,281,3199,0.330989929697891,0.303914117423523,0.365095952878586,84.4024320729622,77.4980999429983,93.0994679840395
282,71011,6866,18377,446.17661096415,-62.6,37.4,282,282,5.41096872346802,50.9072612528547,2274,282,5512,282,3920,0.194259354177345,0.334871006321544,0.470869639501111,49.536135315223,85.3921066119938,120.071758072783
283,33040,2395,7981,151.934988501409,-70,30,283,283,2.93357188626143,50.9167283799538,1197,283,2116,283,1018,0.276379589009467,0.235049642114985,0.488570768875548,70.476795197414,59.9376587393212,124.585546063265
284,36008,12021,27363,1073.76890058708,-56.1,43.9,284,284,3.2142806400902,50.9218624463713,4960,284,6506,284,6443,0.276955720587414,0.359763247529175,0.363281031883411,70.6237087497906,91.7396281199397,92.6366631302697
285,24038,4199,20642,630.632832501329,-79.7,20.3,285,285,4.64633691297053,50.9125529737701,1572,285,7147,285,2121,0.145018450184502,0.195664206642066,0.659317343173432,36.979704797048,49.8943726937269,168.125922509225
286,45017,3440,8117,173.604590809467,-57.6,42.4,286,286,3.53231170003174,50.905001587206,1203,286,2221,286,1918,0.225196555597155,0.359041557469113,0.415761886933733,57.4251216772744,91.5555971546237,106.019281168102
287,24062,72068,97656,1724.39165558021,-26.2,73.8,287,287,4.70815593248676,50.8826868970406,20953,287,20322,287,50174,0.22912224299883,0.548655534778948,0.222222222222222,58.4261719647016,139.907161368632,56.6666666666667
288,23002,16446,30875,621.980949796236,-46.7,53.3,288,288,4.21938489708124,50.9076007541857,3564,288,8996,288,11618,0.147406733393995,0.480519480519481,0.372073786086525,37.5887170154686,122.532467532468,94.8788154520638
289,33021,6619,19989,167.509409362778,-66.9,33.1,289,289,2.69321970121706,50.8621172979182,4250,289,3935,289,2050,0.4152418172936,0.200293111871031,0.384465070835369,105.886663409868,51.0747435271128,98.0385930630191
290,33011,19351,35087,268.638607418865,-44.8,55.2,290,290,2.86920901748179,50.8567703875605,8792,290,5592,290,9735,0.364525892449936,0.40362369915834,0.231850408391724,92.9541025747336,102.924043285377,59.1218541398897
291,23102,4623,15341,1754.47123695311,-69.9,30.1,291,291,4.31163168147545,50.9146235588761,1139,291,4552,291,2642,0.136685467418697,0.317052682107284,0.546261850474019,34.8547941917677,80.8484339373575,139.296771870875
292,24054,1310,7856,160.11643497578,-83.3,16.7,292,292,5.02643146082083,50.8936957952981,761,292,2401,292,408,0.213165266106443,0.114285714285714,0.672549019607843,54.3571428571429,29.1428571428571,171.5
293,24055,5043,19391,561.777847411333,-74,26,293,293,4.57347426374479,50.889769195239,1677,293,6157,293,2592,0.160847880299252,0.248609246115481,0.590542873585268,41.0162094763092,63.3953577594475,150.588432764243
294,45057,1729,7307,305.29468813147,-76.3,23.7,294,294,3.62376056361336,50.9042423033263,733,294,2217,294,797,0.195623165198826,0.212703496130238,0.591673338670937,49.8839071257006,54.2393915132106,150.876701361089
295,23105,1792,12615,712.8199955756,-85.8,14.2,295,295,4.11589660003464,50.9056571900085,967,295,4302,295,576,0.165440547476476,0.0985457656116339,0.736013686911891,42.1873396065013,25.1291702309666,187.683490162532
296,37017,5607,9188,422.235351080331,-39,61,296,296,3.37475228958022,50.9111135572891,1452,296,2423,296,3698,0.19173379109996,0.488313746203618,0.319952462696422,48.8921167304899,124.520005281923,81.5878779875875
297,73006,8297,31358,413.174574229122,-73.5,26.5,297,297,5.53146900075313,50.8677274575997,4308,297,8151,297,3449,0.270807141061101,0.216809152627609,0.51238370631129,69.0558209705808,55.2863339200402,130.657845109379
298,33037,3159,12380,183.208391524442,-74.5,25.5,298,298,3.00643342755447,50.8657480710916,1775,298,3463,298,1189,0.276178621440797,0.185000777967948,0.538820600591256,70.4255484674031,47.1751983818267,137.39925315077
299,36012,2959,10925,309.130530274447,-72.9,27.1,299,299,3.08264677112777,50.880492385831,1529,299,2850,299,1266,0.270859167404783,0.224269264836138,0.504871567759079,69.0690876882197,57.1886625332152,128.742249778565
300,24066,3319,13953,302.458602807734,-76.2,23.8,300,300,4.83196801147146,50.8865438913144,1256,300,4242,300,1729,0.173792721737927,0.239241732392417,0.586965545869655,44.3171440431714,61.0066417600664,149.676214196762
301,23047,20109,13738,1184.89043040985,46.4,146.4,301,301,4.44914781776541,50.9061723289267,943,301,4260,301,18171,0.0403439719346282,0.777402241807136,0.182253786258236,10.2877128433302,198.23757166082,46.4747154958501
302,24028,1041,5947,169.082121483358,-82.5,17.5,302,302,5.13810109252541,50.8910611735206,600,302,1732,302,305,0.227531285551763,0.115661736822146,0.65680697762609,58.0204778156997,29.4937428896473,167.485779294653
303,41027,2787,17224,363.37552742616,-83.8,16.2,303,303,3.89851970184486,50.8679560725372,1699,303,5805,303,807,0.20442786668271,0.097100228612682,0.698471904704608,52.129106004091,24.7605582962339,178.110335699675
304,41081,7478,25398,448.292596154243,-70.6,29.4,304,304,3.8072085737313,50.8658760525875,3622,304,7185,304,3379,0.255322148597209,0.238192584237981,0.50648526716481,65.1071478922882,60.7391089806852,129.153743127027
305,71045,1189,6691,297.893238998842,-82.2,17.8,305,305,5.20513610427808,50.8799119361899,640,305,2036,305,381,0.209355577363428,0.124631992149166,0.666012430487406,53.3856722276742,31.7811579980373,169.833169774289
306,34040,19172,36751,828.77515641888,-47.8,52.2,306,306,3.41037178902766,50.8801384662215,7232,306,8605,306,11047,0.269007588156524,0.410913554530576,0.3200788573129,68.5969349799137,104.782956405297,81.6201086147895
307,41011,3030,19069,1384.45168336953,-84.1,15.9,307,307,4.06263610790594,50.8886206700913,1365,307,6659,307,1430,0.144383329807489,0.151258726464988,0.704357943727523,36.8177491009097,38.570975248572,179.611275650518
308,41024,2601,17709,584.443718093049,-85.3,14.7,308,308,3.99928092562005,50.8845376009027,1509,308,6216,308,841,0.176161568993696,0.0981788466028485,0.725659584403456,44.9212000933925,25.0356058837264,185.043194022881
309,45065,1436,8045,237.898225217141,-82.2,17.8,309,309,3.72364725107253,50.8760377517287,704,309,2628,309,574,0.180235535074245,0.146953405017921,0.672811059907834,45.9600614439324,37.4731182795699,171.566820276498
310,73001,4150,11315,402.110048938019,-63.3,36.7,310,310,5.28297090654845,50.8759105478609,1430,310,3313,310,2373,0.200955593029792,0.333473861720067,0.465570545250141,51.243676222597,85.0358347386172,118.720489038786
311,34013,8405,26957,925.085570501064,-68.8,31.2,311,311,3.31222807120293,50.8660573672132,3414,311,8251,311,4380,0.212776565908383,0.272982237457152,0.514241196634466,54.2580243066376,69.6104705515737,131.131505141789
312,24137,964,5269,196.747332326109,-81.7,18.3,312,312,4.95334635765921,50.8679940860166,514,312,1613,312,297,0.212046204620462,0.122524752475248,0.66542904290429,54.0717821782178,31.2438118811881,169.684405940594
313,23094,41941,31715,1148.10313198842,32.2,132.2,313,313,4.48815000142097,50.8737773083832,3424,313,8199,313,37776,0.069313143990769,0.764711836271989,0.165975019737242,17.6748517176461,195.001518249357,42.3236300329966
314,34025,1757,5684,432.237429449635,-69.1,30.9,314,314,3.2426533869047,50.8877248988002,725,314,1573,314,854,0.23001269035533,0.270939086294416,0.499048223350254,58.6532360406091,69.0894670050761,127.257296954315
315,21004,231909,166497,5106.34171223967,39.3,139.3,315,315,4.37671116981833,50.8729024041389,21789,315,26393,315,210034,0.0843828422715866,0.81340428168665,0.102212876041763,21.5176247792546,207.418091830096,26.0642833906497
316,11037,4229,14876,747.39444410001,-71.6,28.4,316,316,4.41832919063667,51.0982540893637,1297,316,4812,316,2486,0.150901687027341,0.289237929028505,0.559860383944154,38.4799301919721,73.7556719022688,142.764397905759
317,62006,3418,8998,331.332060195354,-62,38,317,317,5.45926033233772,50.6869159356344,715,317,2459,317,1898,0.140970031545741,0.374211356466877,0.484818611987382,35.947358044164,95.4238958990536,123.628746056782
318,62096,18819,63575,1799.15554727694,-70.4,29.6,318,318,5.51452189424331,50.5884628566281,6805,318,12139,318,11325,0.224817470018831,0.374145165020318,0.401037364960851,57.3284548548019,95.407017080181,102.264528065017
319,62120,7357,25593,697.722615716368,-71.3,28.7,319,319,5.44285202243364,50.5935514563763,2208,319,6033,319,4582,0.172190595024565,0.357326678624347,0.470482726351088,43.9086017312641,91.1183030492084,119.973095219527
320,36010,2209,9509,384.07477118692,-76.8,23.2,320,320,3.1597715459267,50.8731162046012,1226,320,2719,320,803,0.25821398483572,0.169123841617523,0.572662173546757,65.8445661331087,43.1265796124684,146.028854254423
321,24130,1712,8252,176.574677222688,-79.3,20.7,321,321,5.1052998469617,50.8388169459928,872,321,2464,321,699,0.216109045848823,0.173234200743494,0.610656753407683,55.1078066914498,44.1747211895911,155.717472118959
322,21010,14438,48805,9677.13216636696,-70.4,29.6,322,322,4.3230590706437,50.8818924006434,3357,322,12917,322,10014,0.127700852099817,0.380934266585514,0.491364881314668,32.5637172854534,97.1382379793062,125.29804473524
323,24009,1569,9638,323.997610122629,-83.7,16.3,323,323,4.61583717572267,50.8532359877603,728,323,3146,323,574,0.163669064748201,0.129046762589928,0.70728417266187,41.7356115107914,32.9069244604317,180.357464028777
324,23086,5783,15142,618.602027235076,-61.8,38.2,324,324,4.16002667097759,50.8675901896914,1557,324,4909,324,3312,0.159235017385969,0.338719574555124,0.502045408058908,40.604929433422,86.3734915115566,128.021579055021
325,23016,12614,40388,980.852728901903,-68.8,31.2,325,325,4.2301724471486,50.8538732327797,3541,325,12638,325,7810,0.147609320938764,0.325565884363667,0.52682479469757,37.6403768393847,83.019300512735,134.34032264788
326,73032,2326,9588,319.375372654566,-75.7,24.3,326,326,5.47033423436917,50.8422642379486,1049,326,2925,326,1015,0.210262577670876,0.20344758468631,0.586289837642814,53.6169573060734,51.879134095009,149.503908598918
327,45035,15821,30248,444.431390602871,-47.7,52.3,327,327,3.62318723130649,50.8469365265002,6044,327,6760,327,8828,0.279400887573964,0.408099112426036,0.3125,71.2472263313609,104.065273668639,79.6875
328,73040,1738,8400,247.790468615729,-79.3,20.7,328,328,5.40571933663241,50.8468621010203,797,328,2691,328,799,0.185910893398647,0.186377420107301,0.627711686494052,47.407277816655,47.5262421273618,160.066480055983
329,21006,23146,37009,7375.08449392919,-37.5,62.5,329,329,4.40847152611182,50.8692441232127,2454,329,8526,329,19723,0.0799270429599713,0.642380223430935,0.277692733609094,20.3813959547927,163.806956974888,70.8116470703189
330,24011,2697,9609,241.829861555991,-71.9,28.1,330,330,4.76793108897566,50.8328823187605,722,330,2967,330,1602,0.136458136458136,0.302778302778303,0.560763560763561,34.7968247968248,77.2084672084672,142.994707994708
331,71053,17684,39747,371.823621848894,-55.5,44.5,331,331,5.19902907843522,50.8073594099801,8055,331,8426,331,8551,0.321788111217641,0.341602748481943,0.336609140300415,82.0559683604986,87.1087008628955,85.8353307766059
332,21008,4941,23383,9523.79400778505,-78.9,21.1,332,332,4.31126218566851,50.8733469004073,1364,332,6257,332,2848,0.130289425924157,0.272041264686216,0.597669309389626,33.22380361066,69.3705224949852,152.405673894355
333,23044,2545,12646,1254.80760691639,-79.9,20.1,333,333,4.09846446531806,50.8675771987294,1000,333,4051,333,1176,0.160590974787217,0.188854986349767,0.650554038863016,40.9506985707403,48.1580215191906,165.891279910069
334,34022,46255,75219,939.997965018564,-38.5,61.5,334,334,3.2612999155034,50.8042462358477,15793,334,14415,334,29321,0.265299265904013,0.49254984965311,0.242150884442877,67.6513128055233,125.600211661543,61.7484755329335
335,21015,47804,127747,15693.8001952342,-62.6,37.4,335,335,4.3856636133133,50.8611797099372,8704,335,27984,335,38319,0.116042502699748,0.510872318583599,0.373085178716653,29.5908381884357,130.272441238818,95.1367205727465
336,73098,1923,7405,277.088642172105,-74,26,336,336,5.31746113059095,50.8411338294416,887,336,2157,336,901,0.224841571609632,0.228390367553866,0.546768060836502,57.3346007604563,58.2395437262357,139.425855513308
337,34023,7106,12961,1295.01917699488,-45.2,54.8,337,337,3.28308241432532,50.8586230758768,1680,337,3590,337,4895,0.165272995573045,0.481554353172651,0.353172651254304,42.1446138711264,122.796360059026,90.0590260698475
338,45061,1930,6275,149.555827533983,-69.2,30.8,338,338,3.53253140956821,50.8438205069211,735,338,1852,338,984,0.205824698963876,0.275553066367964,0.51862223466816,52.4852982357883,70.2660319238309,132.248669840381
339,24016,1245,7792,253.386994229625,-84,16,339,339,4.84577089651737,50.8328746529457,613,339,2578,339,422,0.169665098256297,0.116800442845281,0.713534458898422,43.2646000553557,29.7841129255466,181.951287019098
340,21003,6793,22931,7774.39045063054,-70.4,29.6,340,340,4.29499378696854,50.864123525525,1442,340,6281,340,4475,0.118216101000164,0.366863420232825,0.514920478767011,30.1451057550418,93.5501721593704,131.304722085588
341,23099,2268,13585,2340.4469021769,-83.3,16.7,341,341,4.46688438851802,50.8455273234783,706,341,3223,341,1102,0.140329954283443,0.219041939972173,0.640628105744385,35.7841383422779,55.855694692904,163.360166964818
342,34041,10735,31076,801.724124809221,-65.5,34.5,342,342,3.17614392685143,50.8330968100104,4398,342,9110,342,5700,0.228967097042899,0.296751353602666,0.474281549354436,58.3866097459392,75.6715951686797,120.941795085381
343,41048,10742,37295,513.88887510986,-71.2,28.8,343,343,4.01216212489578,50.825581996915,5114,343,10665,343,4800,0.248505758297293,0.233247485300549,0.518246756402158,63.3689683658098,59.47810875164,132.15292288255
344,24107,14015,32987,459.640371922033,-57.5,42.5,344,344,4.94820629372817,50.8161852196888,5293,344,7828,344,7836,0.252564775492675,0.373908479267071,0.373526745240254,64.4040177506322,95.346662213103,95.2493200362647
345,21012,28759,93893,15936.2380749354,-69.4,30.6,345,345,4.31895957667717,50.8544377829401,5454,345,18335,345,22106,0.118836474561499,0.48166466935396,0.399498856084541,30.3033010131823,122.82449068526,101.872208301558
346,24133,1072,7088,194.858967248573,-84.9,15.1,346,346,5.04499091465846,50.8203777952398,607,346,2284,346,287,0.191000629326621,0.0903083700440529,0.718691000629327,48.7051604782882,23.0286343612335,183.266205160478
347,21011,5322,20661,17621.7427793585,-74.2,25.8,347,347,4.32497632056423,50.8627494426582,1035,347,5168,347,3291,0.109016220771013,0.346639983147251,0.544343796081736,27.7991362966084,88.393195702549,138.807668000843
348,23097,2289,11260,519.075613919856,-79.7,20.3,348,348,4.10199316955226,50.8399488969445,1016,348,3697,348,1030,0.176911022113878,0.179348772418597,0.643740205467526,45.1123106390388,45.7339369667421,164.153752394219
349,23103,1666,13830,2028.23306289737,-88,12,349,349,4.494970722808,50.8445025395211,737,349,3511,349,536,0.154055183946488,0.112040133779264,0.733904682274248,39.2840719063545,28.5702341137124,187.145693979933
350,34009,4537,11414,678.7712824442,-60.3,39.7,350,350,3.36924988779157,50.840945535035,1517,350,3117,350,2584,0.21016902188972,0.357993904128567,0.431837073981712,53.5931005818786,91.2884455527847,110.118453865337
351,34002,4397,14471,346.290184234706,-69.6,30.4,351,351,3.45843293155676,50.8304977019115,2014,351,4033,351,2113,0.246813725490196,0.258946078431373,0.494240196078431,62.9375,66.03125,126.03125
352,21018,28791,51871,7179.53615581798,-44.5,55.5,352,352,4.42682364477421,50.847669620123,4621,352,11388,352,23010,0.118429483072349,0.589712704067249,0.291857812860401,30.1995181834491,150.376739537149,74.4237422794023
353,24104,3338,21236,645.036656161078,-84.3,15.7,353,353,4.5250804637701,50.8187127835969,1622,353,5476,353,1201,0.195445234365586,0.144716230871189,0.659838534763225,49.8385347632245,36.9026388721533,168.258826364622
354,21014,25560,27134,23753.892376501,-5.8,94.2,354,354,4.36924536391043,50.8533196164191,1880,354,5032,354,22674,0.0635435679037383,0.766375988643277,0.170080443452985,16.2036098154533,195.425877104036,43.3705130805111
355,73009,2824,10495,205.28987908964,-73.1,26.9,355,355,5.33461929153809,50.8036949055202,1389,355,2879,355,1215,0.253328469815794,0.221594017873427,0.525077512310779,64.5987598030275,56.5064745577239,133.894765639249
356,45062,368,2058,183.803138800307,-82.1,17.9,356,356,3.69967959158166,50.8223890226822,204,356,459,356,117,0.261538461538462,0.15,0.588461538461538,66.6923076923077,38.25,150.057692307692
357,21001,54479,111279,6271.31762762173,-51,49,357,357,4.2909833894312,50.8291009684336,9930,357,22444,357,43638,0.130637267799821,0.574093564174078,0.295269168026101,33.3125032889544,146.39385886439,75.2936378466558
358,24086,1824,11046,354.736450984806,-83.5,16.5,358,358,4.68435925736709,50.8163893699839,855,358,3592,358,622,0.168672321956993,0.122706648254094,0.708621029788913,43.0114420990333,31.2901953047938,180.698362596173
359,33029,3956,18374,421.301435307083,-78.5,21.5,359,359,3.05961445080703,50.8102389489905,2353,359,4899,359,1294,0.275333489351744,0.151415867072315,0.573250643575942,70.2100397846946,38.6110461034402,146.178914111865
360,21019,15261,40037,4523.24386076719,-61.9,38.1,360,360,4.4352679906059,50.8315243816679,2937,360,8501,360,11216,0.12964597863512,0.495100203054648,0.375253818310232,33.0597245519555,126.250551778935,95.6897236691092
361,73066,2892,16265,281.03025397377,-82.2,17.8,361,361,5.60092255223049,50.8011309729442,1920,361,3574,361,767,0.306660277910877,0.122504392269605,0.570835329819518,78.1983708672736,31.2386200287494,145.563009103977
362,21005,28218,45502,14448.1845780823,-38,62,362,362,4.39166623316544,50.8338241883758,3644,362,10934,362,23389,0.0959780862327811,0.61603497774383,0.287986936023389,24.4744119893592,157.088919324677,73.4366686859641
363,21009,43212,83425,13148.9273438426,-48.2,51.8,363,363,4.37758915480209,50.8244717018434,8054,363,19057,363,34039,0.131708912510221,0.55664758789861,0.311643499591169,33.5857726901063,141.945134914146,79.4690923957482
364,45059,2712,14330,253.789122066918,-81.1,18.9,364,364,3.7650587055184,50.7903330647178,1543,364,4325,364,968,0.22571679344646,0.141603276770041,0.632679929783499,57.5577823288473,36.1088355763604,161.333382094792
365,23104,2878,8915,289.481755895345,-67.7,32.3,365,365,4.1644274421079,50.8094267593421,946,365,2709,365,1593,0.180259146341463,0.303544207317073,0.516196646341463,45.9660823170732,77.4037728658537,131.630144817073
366,24045,1747,9528,240.367659590957,-81.7,18.3,366,366,4.61443761205794,50.7913180961731,832,366,2977,366,560,0.190432593270771,0.12817578393225,0.681391622796979,48.5603112840467,32.6848249027237,173.75486381323
367,34027,11055,32683,988.272567406521,-66.2,33.8,367,367,3.15287311937116,50.7922335579804,5186,367,7520,367,5277,0.28838347328032,0.293443808040928,0.418172718678752,73.5377856864817,74.8281710504365,106.634043263082
368,34042,6481,24209,382.796754293375,-73.2,26.8,368,368,3.3726519185286,50.786753172799,3306,368,6970,368,2796,0.252906976744186,0.213892288861689,0.533200734394125,64.4912790697674,54.5425336597307,135.966187270502
369,21002,17792,31963,3538.29809444664,-44.3,55.7,369,369,4.43266258181411,50.8106845159843,2511,369,7983,369,14062,0.102256067763479,0.572650268773416,0.325093663463105,26.0752972796872,146.025818537221,82.8988841830917
370,45063,945,6542,250.404208352377,-85.6,14.4,370,370,3.84723610931168,50.80050948086,515,370,2054,370,317,0.178447678447678,0.10984060984061,0.711711711711712,45.504158004158,28.0093555093555,181.486486486486
371,73083,11680,30557,348.979301497091,-61.8,38.2,371,371,5.46849987050496,50.7702956423389,5663,371,6317,371,5194,0.32974263421451,0.302433911727029,0.36782345405846,84.0843717247001,77.1206474903924,93.7949807849074
372,41018,7507,32629,409.323411069907,-77,23,372,372,3.90694230325938,50.7778925293172,4315,372,9200,372,2583,0.268045719965213,0.160454714871413,0.571499565163374,68.3516585911293,40.9159522922102,145.73238911666
373,45064,1267,6428,140.883842280232,-80.3,19.7,373,373,3.64654958177369,50.790915979506,752,373,1700,373,349,0.268475544448411,0.124598357729382,0.606926097822206,68.4612638343449,31.7725812209925,154.766154944663
374,33039,1898,7940,84.2571696908836,-76.1,23.9,374,374,2.83214414387659,50.7742141575465,1223,374,1901,374,518,0.335804503020319,0.14222954420648,0.521965952773202,85.6301482701812,36.2685337726524,133.101317957166
375,23077,7420,32246,798.572287669384,-77,23,375,375,4.23700675559218,50.7855623687658,2382,375,10273,375,4168,0.141591868275575,0.247756048267253,0.610652083457172,36.1059264102716,63.1777923081496,155.716281281579
376,21016,32081,79610,3474.90345805055,-59.7,40.3,376,376,4.35619552590112,50.7914104529211,9145,376,16724,376,21639,0.192493895764924,0.455481182116696,0.35202492211838,49.0859434200556,116.147701439758,89.7663551401869
377,56087,3945,19118,943.815201398256,-79.4,20.6,377,377,4.24072245854101,50.4486885233826,1394,377,4745,377,2220,0.166766359612394,0.265582007417155,0.567651632970451,42.5254217011604,67.7234118913746,144.751166407465
378,92045,3088,7883,202.699630980218,-60.8,39.2,378,378,4.75836593145969,50.430782194949,679,378,2222,378,1905,0.141281731169372,0.396379525593009,0.46233874323762,36.0268414481898,101.076779026217,117.896379525593
379,61019,1019,4715,82.8602478883378,-78.4,21.6,379,379,5.62682456858037,50.4025799762452,537,379,1063,379,271,0.287012292891502,0.14484233030465,0.568145376803848,73.188134687333,36.9347942276857,144.877071084981
380,85034,294,3361,93.7228134824548,-91.3,8.7,380,380,5.66994212056778,49.6138996416665,189,380,454,380,48,0.273516642547033,0.0694645441389291,0.657018813314038,69.7467438494935,17.7134587554269,167.53979739508
381,85045,3166,11508,121.785180254766,-72.5,27.5,381,381,5.57251848712159,49.5698967394799,1508,381,1369,381,1420,0.350942518035839,0.330463113800326,0.318594368163835,89.4903420991389,84.2680940190831,81.241563881778
382,85024,320,2742,50.5911395689244,-88.3,11.7,382,382,5.46884670292383,49.5962084286618,163,382,576,382,56,0.205031446540881,0.070440251572327,0.724528301886792,52.2830188679245,17.9622641509434,184.754716981132
383,21017,13673,24303,1879.14477146892,-43.7,56.3,383,383,4.41765308939157,50.7933127167931,2097,383,5815,383,10435,0.11429661525045,0.568757835068404,0.316945549681147,29.1456368888647,145.033247942443,80.8211151686924
384,23024,1649,9181,231.281239877037,-82,18,384,384,4.10035360373396,50.7816573504249,915,384,2966,384,530,0.207435955565631,0.120154160054409,0.672409884379959,52.896168669236,30.6393108138744,171.46452051689
385,24041,1373,6739,198.607917350342,-79.6,20.4,385,385,4.89031923748995,50.7754289707411,572,385,2044,385,545,0.180955393862702,0.172413793103448,0.64663081303385,46.1436254349889,43.9655172413793,164.890857323632
386,34003,3190,9641,443.302542789087,-66.9,33.1,386,386,3.4541675953689,50.7730728601451,1301,386,2634,386,1640,0.233363228699552,0.294170403587444,0.472466367713004,59.5076233183856,75.0134529147982,120.478923766816
387,45060,2114,6446,212.168715140361,-67.2,32.8,387,387,3.53629257620133,50.7761558063794,850,387,1733,387,1041,0.234547461368653,0.287251655629139,0.478200883002208,59.8096026490066,73.2491721854305,121.941225165563
388,54010,4986,17884,292.736189481961,-72.1,27.9,388,388,2.93865153902594,50.7535443347024,3456,388,1671,388,1212,0.545196403218173,0.191197349739707,0.26360624704212,139.025082820634,48.7553241836252,67.2195929957407
